Date,Wind speed,Generator speed,Blade angle,Wind direction,Ambient temperature,Active power
11/10/2020,4.109316667,8.860454167,8.730355556,-21.48905069,29.39403125,152.3337715
11/11/2020,4.264447222,9.355523611,7.000356944,-16.21347361,29.65792153,162.6836375
11/12/2020,5.608402778,11.76888125,3.411325694,12.52453194,29.87151389,367.8557111
11/13/2020,6.714997222,14.38519306,-0.582363889,45.32684375,30.20482917,511.315891
11/14/2020,6.155109722,13.60193542,-0.501005556,58.09817222,29.66438472,389.1887965
11/15/2020,6.042722222,13.22135347,0.809684722,59.19692917,28.0239125,421.6861965
11/16/2020,6.813425694,14.89190903,-0.004166667,94.33901944,27.39945903,575.7256431
11/17/2020,9.745524306,17.05482778,4.307636806,128.6310521,27.07891736,1118.21408
11/18/2020,7.745443056,15.12413611,2.541285417,398.3941153,28.14301458,734.4177924
11/19/2020,3.28630625,7.30664375,16.23076319,345.4172972,28.91477708,106.3644639
11/20/2020,3.509356944,6.742322917,21.3118,-25.51772778,29.06688958,109.4987278
11/21/2020,5.902916667,13.09471528,1.347043056,26.22306944,29.51508125,373.8553271
11/22/2020,6.394133333,13.07673681,4.9448375,34.92767917,29.60190069,433.6050361
11/23/2020,8.335560417,16.51614861,-0.004357639,64.0710375,29.03100278,883.2712924
11/24/2020,7.901056944,15.82560278,1.932047917,93.37748056,26.68553194,767.2106799
11/25/2020,7.027963194,13.50558333,2.975308333,125.9687625,27.61645,589.5388354
11/26/2020,6.451309028,10.85307431,9.793608333,334.4588188,26.76414722,385.0072438
11/27/2020,3.304509028,6.591250694,18.32385278,113.5828069,27.21267083,86.51060694
11/28/2020,4.283374306,9.27533125,7.903953472,-10.10270833,27.89442986,173.286084
11/29/2020,4.825633333,9.154663889,15.44306736,-13.05350069,28.50154167,183.5625118
11/30/2020,5.244039583,11.64808611,-0.513015972,2.121277778,28.7501625,269.9892618
12/1/2020,5.69075625,12.55299028,-0.096334028,29.70659097,28.91679167,336.9415979
12/2/2020,5.990994444,12.96192222,-0.295871528,30.64476111,28.97215556,341.5223014
12/3/2020,5.698755556,12.47500764,-0.692186806,41.04560208,28.82313958,325.4240813
12/4/2020,4.879091667,10.79725694,1.787802083,53.39550139,27.81597569,216.2591403
12/5/2020,5.566345139,12.20741736,-0.764342361,39.85008125,28.86688056,274.7031299
12/6/2020,6.700998611,14.41972153,-0.736375,57.20768611,28.85290694,502.8732924
12/7/2020,5.7374875,12.57489167,3.088723611,40.26902431,27.73569722,404.2226271
12/8/2020,4.64568125,10.56134236,2.464138889,41.86714514,27.62674097,202.6748931
12/9/2020,4.829735417,10.50228611,9.001427083,23.76879097,27.77773819,283.4525431
12/10/2020,3.936933333,9.324658333,2.309068056,30.57787431,27.74228333,120.3156229
12/11/2020,7.477351389,5.405565278,49.361475,22.29879792,27.72955694,205.7934313
12/12/2020,8.805929861,12.83139375,21.32094583,40.07592153,28.807175,815.6327208
12/13/2020,8.66691875,16.91411806,-0.129783333,46.43325625,28.77435694,984.1020167
12/14/2020,6.905125694,14.83892986,0.345964583,51.99742361,27.96366319,574.7844326
12/15/2020,6.790305556,14.87991667,1.247959722,49.43745625,28.13597014,540.2315292
12/16/2020,6.028919444,13.37651528,1.187139583,50.82185278,27.99648125,365.7259806
12/17/2020,6.305064583,13.9161375,1.268582639,56.67222153,28.33534861,426.7497924
12/18/2020,6.431661806,11.49765278,17.61897361,74.89235972,28.04500208,399.5861014
12/19/2020,7.078300694,15.50523264,-0.60955625,61.96203194,27.64880486,611.1734438
12/20/2020,7.828610417,16.17079028,-0.439033333,60.09283125,28.01673264,783.6575132
12/21/2020,5.438062162,12.12800991,-0.796979279,44.84991712,29.02691982,275.8742658
